successorfail,moneygoal,image,projectdetail,riskchallengedetail,numberofpackage,avemoneypackage,minmoneypackage,maxmoneypackage,category
1,100000,68,2669,0,9,4928,3237,7254,テクノロジー
0,500000,11,434,0,3,10152,9072,11016,プロダクト
1,200000,34,717,0,15,4300,660,10340,プロダクト
1,200000,40,2794,0,4,2092,720,2700,プロダクト
1,500000,38,2603,0,8,23287,1200,100000,プロダクト
0,1500000,16,2422,0,7,9928,3500,30000,フード
1,300000,17,678,0,6,21205,12830,32076,プロダクト
1,250000,40,2198,0,9,2466,800,4200,プロダクト
1,1000000,10,2125,0,6,29500,4500,100000,レストラン・バー
1,1000000,24,2256,0,5,2880,1600,3900,アニメ・マンガ
0,1500000,26,1430,0,10,14200,2000,30000,地域活性化
1,300000,54,2278,0,7,3988,500,6840,プロダクト
0,500000,24,1363,0,6,12833,2000,31000,プロダクト
0,500000,65,947,0,4,149300,89800,212800,プロダクト
1,100000,24,1403,0,6,4685,3024,8505,ゲーム
0,300000,22,788,0,5,8004,4980,13800,ファッション
0,300000,24,612,0,6,18883,500,39000,ファッション
0,3000000,10,861,0,6,36333,3000,100000,地域活性化
1,30000,22,489,0,7,2913,1512,4860,プロダクト
1,500000,27,1536,0,8,27937,3000,158000,レストラン・バー
1,200000,29,1426,0,3,21060,19440,22680,ファッション
1,500000,46,2235,0,11,24381,700,37000,プロダクト
1,35400000,10,842,0,1,11800,11800,11800,出版・ジャーナリズム
0,200000,16,426,0,5,102060,1800,500000,プロダクト
1,300000,36,815,0,8,14812,12600,16890,プロダクト
1,200000,26,866,0,8,6520,1800,12500,フード
1,500000,27,2330,0,6,9000,8000,12000,レストラン・バー
0,300000,33,800,0,6,11666,11000,13000,ファッション
1,600000,27,1638,0,4,13000,11200,14400,ファッション
1,400000,24,1092,0,7,20165,7344,64800,プロダクト
0,1000000,15,596,0,4,152500,10000,350000,ゲーム
1,500000,42,1931,0,10,13271,2138,15133,プロダクト
0,200000,27,936,0,5,3892,1000,5980,ファッション
0,500000,53,1151,0,9,38640,2160,162000,地域活性化
1,150000,19,698,0,6,16304,5200,49500,テクノロジー
1,300000,45,1381,0,8,12743,4400,20100,ファッション
1,100000,19,484,0,5,8964,5400,10800,アート・写真
0,300000,39,1080,0,5,13791,3240,32400,プロダクト
1,400000,15,1739,0,6,72166,3000,250000,出版・ジャーナリズム
0,500000,13,432,0,13,4027,3780,7000,プロダクト
1,500000,17,1034,0,4,52300,29800,89800,ファッション
1,1000000,11,513,0,10,19512,8800,51600,テクノロジー
1,200000,42,682,0,7,39842,5500,66500,プロダクト
1,300000,17,1343,0,8,103123,4590,300000,ゲーム
0,300000,13,1060,0,5,20460,1800,90000,フード
1,100000,50,664,0,8,19453,6990,80352,プロダクト
1,1000000,25,2855,0,5,20000,5000,50000,レストラン・バー
1,1000000,2,215,0,5,18200,6000,30000,レストラン・バー
0,400000,13,1500,0,3,4833,1500,10000,出版・ジャーナリズム
1,200000,10,364,0,2,2646,2376,2916,フード
0,630000,16,795,0,6,37500,5000,80000,地域活性化
1,500000,23,1846,0,6,59077,3800,300000,フード
1,300000,15,1088,0,4,4100,2700,5700,プロダクト
1,250000,28,1127,0,11,17745,5800,45000,ファッション
1,100000,22,1307,0,6,7966,1800,20600,プロダクト
1,260000,18,1266,0,4,8250,3000,15000,フード
1,100000,42,1761,0,9,21544,2000,59920,プロダクト
0,500000,17,1627,0,9,11000,3000,20000,地域活性化
1,300000,27,969,0,8,16200,4800,35500,ファッション
1,200000,16,1049,0,6,24383,17000,33600,プロダクト
1,390000,26,1401,0,10,49970,1500,390000,スタートアップ
1,500000,10,375,0,12,13706,8980,22760,プロダクト
1,150000,7,218,0,5,2600,500,4500,お笑い・エンタメ
1,500000,26,423,0,19,21377,5490,49990,プロダクト
1,300000,20,614,0,3,11046,9800,12000,プロダクト
1,300000,27,1200,0,6,18043,8750,45000,ファッション
1,1000000,29,2058,0,9,14777,3000,30000,プロダクト
1,300000,16,661,0,8,80625,2000,300000,フード
1,200000,37,1510,0,7,10952,680,32000,プロダクト
1,200000,28,386,0,6,5590,2760,13248,プロダクト
0,200000,12,615,0,6,6948,3780,13608,社会貢献
1,300000,32,2052,0,16,9022,7854,22809,ファッション
1,300000,26,1127,0,10,13100,4400,39050,プロダクト
0,500000,7,2122,0,9,64444,2500,300000,教育
1,200000,13,2305,0,11,14181,3000,100000,社会貢献
0,500000,27,1384,0,5,19972,1000,50000,プロダクト
1,3000000,7,1151,0,5,12480,3200,20500,社会貢献
1,200000,42,1997,0,13,9915,3000,50000,フード
0,300000,26,1504,0,9,6678,4644,14040,プロダクト
1,300000,20,973,0,8,4637,1700,11400,プロダクト
1,1000000,12,649,0,18,186138,5000,1000000,フード
1,300000,101,4737,0,12,4791,2000,15000,アート・写真
0,500000,29,1067,0,3,63333,47500,95000,プロダクト
0,1000000,15,1530,0,9,7666,5000,10000,フード
1,1000000,16,3460,0,12,34708,10000,70000,レストラン・バー
1,350000,18,1032,0,8,18058,4530,100000,プロダクト
1,300000,22,820,0,4,81000,4000,280000,フード
1,500000,19,1923,0,7,12928,3500,33000,ファッション
0,200000,6,1237,0,5,14920,5000,24900,スポーツ
1,300000,33,1627,0,3,33833,18300,48700,プロダクト
0,300000,27,1286,0,20,8837,2100,40000,音楽
0,2000000,48,2734,0,9,166555,1000,1000000,フード
0,150000,6,1191,0,11,2000,2000,2000,フード
0,200000,14,806,0,4,7725,5200,10600,プロダクト
0,800000,12,1673,0,4,8370,3980,13000,地域活性化
1,300000,20,986,0,6,6191,3440,11448,プロダクト
1,300000,16,718,0,2,4250,3500,5000,フード
1,500000,5,159,0,7,86640,3880,243000,プロダクト
0,500000,25,1459,0,2,263000,258000,268000,プロダクト
1,300000,56,2235,0,7,21173,3000,41040,プロダクト
0,450000,7,1604,0,5,33600,3000,100000,演劇・パフォーマンス
1,500000,29,1167,0,7,18792,10584,29484,プロダクト
1,1500000,21,2330,0,9,23400,3240,54000,映画・映像
1,500000,7,1100,0,6,11566,5400,20000,レストラン・バー
0,300000,18,1571,0,10,89250,1000,500000,アート・写真
0,3000000,11,1039,0,6,115833,5000,500000,フード
1,100000,10,530,0,4,11235,6990,15980,プロダクト
1,1000000,28,871,0,11,16272,16200,17000,プロダクト
1,500000,0,19,0,12,40275,4000,300000,レストラン・バー
1,300000,21,2482,0,15,40180,3230,310400,ファッション
1,500000,23,1820,0,7,10857,3000,30000,映画・映像
0,100000,26,724,0,3,700,500,1000,プロダクト
0,200000,12,531,0,12,11091,5600,18400,ファッション
1,190000,22,1999,0,7,14142,1000,50000,アート・写真
1,300000,20,674,0,8,2662,2400,3200,プロダクト
0,1000000,24,923,0,7,27590,12460,62300,映画・映像
1,1000000,8,2366,0,16,172543,1000,1800000,フード
0,300000,13,600,0,4,36625,7000,84000,レストラン・バー
1,200000,29,4318,0,9,50175,1000,162400,プロダクト
0,500000,6,266,0,6,88920,5400,216000,フード
0,500000,16,1957,0,5,12900,500,21600,教育
1,300000,31,795,0,10,61098,8785,99900,ファッション
1,1000000,25,1634,0,3,6000,3000,10000,フード
1,400000,12,812,0,6,20000,3000,75000,レストラン・バー
0,1000000,14,616,0,6,56900,2800,216000,地域活性化
1,200000,32,1186,0,8,17460,1560,33300,プロダクト
0,250000,18,982,0,7,5357,1000,12000,出版・ジャーナリズム
1,139800,21,2041,0,1,6990,6990,6990,プロダクト
1,500000,41,2293,0,10,47947,1500,270000,社会貢献
0,200000,41,2100,0,18,4720,2460,7700,プロダクト
1,300000,28,2476,0,7,5300,3800,8500,フード
1,400000,20,922,0,7,18857,3000,100000,フード
1,200000,9,412,0,5,3360,2400,5000,フード
0,300000,11,856,0,5,4200,1000,10000,社会貢献
1,456789,42,2081,0,7,21600,13500,33600,プロダクト
1,500000,19,1150,0,6,37633,33800,40800,プロダクト
1,3000000,21,4405,0,9,176111,20000,700000,レストラン・バー
0,500000,17,738,0,9,4173,1864,7603,プロダクト
1,100000,12,1173,0,8,21437,1000,100000,スタートアップ
1,200000,7,522,0,5,11100,500,30000,プロダクト
0,300000,17,456,0,2,35100,24300,45900,プロダクト
1,200000,34,1515,0,9,10980,3780,21600,ファッション
1,1000000,16,1069,0,9,25000,3000,100000,レストラン・バー
1,1000000,19,1985,0,9,9055,1500,25000,フード
0,1000000,23,1499,0,4,81750,68600,96000,ファッション
1,200000,13,719,0,7,6171,2700,10000,プロダクト
1,300000,46,1218,0,5,18540,2900,42000,ファッション
1,300000,37,860,0,7,152757,3500,999999,プロダクト
1,300000,71,2238,0,5,99172,29980,259970,ファッション
1,200000,27,884,0,7,17920,13720,19600,プロダクト
1,300000,26,1500,0,5,16976,12980,25960,プロダクト
1,300000,36,1800,0,11,5363,3500,10000,フード
1,500000,32,1318,0,23,82217,1000,500000,フード
1,200000,21,474,0,10,9012,7800,14880,プロダクト
0,200000,32,2864,0,9,13555,2000,50000,出版・ジャーナリズム
1,600000,19,1750,0,5,6800,5000,10000,プロダクト
0,200000,10,1620,0,3,2666,500,6000,スタートアップ
1,300000,18,1096,0,3,2666,1000,5000,地域活性化
0,300000,12,1402,0,7,20071,2500,55000,レストラン・バー
1,1000000,19,1446,0,6,36250,5000,100000,レストラン・バー
1,500000,8,1005,0,15,22466,1000,100000,地域活性化
0,400000,22,1251,0,9,4416,1500,10000,フード
1,250000,29,1144,0,6,22583,2500,65000,地域活性化
0,3000000,10,760,0,10,499800,3000,3000000,地域活性化
0,3000000,74,5222,0,7,62571,10000,150000,スタートアップ
1,100000,37,1166,0,14,3831,2090,10430,プロダクト
1,300000,4,2487,0,8,23375,1000,100000,映画・映像
1,200000,33,2747,0,9,16320,2700,48600,ファッション
0,300000,18,1897,0,6,37500,3000,200000,レストラン・バー
1,300000,10,304,0,5,14364,7400,22300,ファッション
0,300000,3,801,0,5,14300,6500,25000,フード
1,290000,0,27,0,10,10778,9126,12960,プロダクト
1,100000,55,1618,0,2,13300,12800,13800,ファッション
0,500000,4,1416,0,7,12000,2000,40000,地域活性化
1,150000,44,762,0,10,7410,4800,13300,ファッション
1,300000,3,198,0,15,6221,500,35880,プロダクト
1,300000,60,4864,0,5,38260,22400,68000,プロダクト
1,500000,18,2081,0,7,25714,3000,70000,フード
1,600000,23,737,0,3,17533,12600,26000,プロダクト
1,100000,31,893,0,18,7375,975,100000,ファッション
0,250000,34,1945,0,7,12976,3486,42330,テクノロジー
1,500000,45,1200,0,9,23588,2500,110000,プロダクト
0,250000,9,641,0,3,5833,2500,10000,お笑い・エンタメ
1,200000,8,977,0,3,6000,3000,10000,地域活性化
1,400000,0,29,0,9,4800,2000,10000,フード
1,500000,16,1140,0,4,169000,18000,550000,プロダクト
1,100000,39,2151,0,11,7880,4170,16880,プロダクト
1,500000,28,1770,0,10,31963,7938,127008,プロダクト
0,324000,24,1347,0,13,14838,5140,31104,ファッション
1,5000000,10,1279,0,16,80000,5000,1000000,地域活性化
0,500000,16,775,0,9,14777,1000,70000,地域活性化
1,400000,6,1041,0,13,68716,1000,390000,スポーツ
1,200000,29,1279,0,6,8904,510,23115,プロダクト
1,200000,17,825,0,7,13507,6480,27081,プロダクト
1,500000,39,1235,0,6,13666,3000,50000,スポーツ
1,10000000,25,1012,0,6,22416,10000,75000,プロダクト
1,300000,48,635,0,7,5752,1667,13897,プロダクト
0,500000,24,1096,0,7,82142,5000,300000,フード
0,1000000,31,3206,0,8,7700,3400,16800,ファッション
1,300000,20,797,0,9,4484,1720,5980,プロダクト
0,500000,7,1768,0,3,7333,6000,10000,音楽
1,200000,12,824,0,7,9291,4800,16800,スポーツ
0,500000,13,1808,0,6,11333,2000,30000,映画・映像
0,1000000,5,726,0,4,19750,10000,32000,スポーツ
0,1000000,23,1029,0,3,6666,5000,10000,社会貢献
1,500000,15,748,0,7,103000,4000,600000,フード
0,300000,16,1094,0,6,58666,4000,200000,レストラン・バー
1,100000,10,1527,0,9,2279,552,4550,プロダクト
1,300000,27,606,0,6,4920,2480,7360,プロダクト
0,2000000,24,3761,0,8,218937,2500,1000000,レストラン・バー
0,2000000,16,1332,0,11,231000,2000,1930000,アート・写真
0,400000,19,1373,0,7,16571,3000,50000,社会貢献
1,100000,24,1772,0,3,9226,1080,13800,テクノロジー
0,200000,12,608,0,3,6200,3200,10000,フード
0,500000,35,401,0,5,13200,10000,18000,ファッション
1,300000,22,2085,0,5,48560,29800,89400,音楽
1,500000,29,1857,0,5,21254,19800,24192,ファッション
0,324000,36,1327,0,4,13000,3200,24000,プロダクト
1,2752000,37,1312,0,12,18566,16400,20700,ファッション
1,400000,41,774,0,7,23785,5000,60000,アート・写真
0,3000000,36,2272,0,10,275860,3500,1300000,教育
1,1000000,12,515,0,8,121806,7000,300000,プロダクト
0,1000000,44,2785,0,8,10910,5292,20000,ファッション
0,150000,4,486,0,5,7600,2500,15000,社会貢献
0,1000000,18,896,0,6,25833,3000,100000,映画・映像
1,100000,30,948,0,9,4816,2560,9920,プロダクト
1,100000,30,948,0,9,4816,2560,9920,プロダクト
0,500000,28,1331,0,6,9666,3000,20000,フード
0,1000000,28,1900,0,9,12633,3000,25201,フード
0,700000,5,553,0,7,6357,2500,15000,フード
1,3500000,17,2877,0,11,42545,3000,80000,映画・映像
0,500000,5,897,0,4,38000,3000,126000,レストラン・バー
1,300000,17,1095,0,6,31000,1000,100000,地域活性化
1,500000,0,81,0,7,34964,2000,48750,テクノロジー
1,1000000,26,2805,0,8,12170,5400,25000,レストラン・バー
1,300000,52,2199,0,6,10582,9999,12500,プロダクト
0,300000,23,1352,0,7,24442,2800,60800,プロダクト
0,200000,22,1521,0,4,3045,1080,5180,フード
1,100000,36,819,0,6,4396,3980,4480,ファッション
1,30000,36,1826,0,7,2348,1980,3000,ファッション
1,648000,41,4168,0,7,18214,3000,38000,プロダクト
1,1000000,13,2099,0,12,46500,15000,110000,レストラン・バー
1,500000,6,1873,0,20,178368,2540,1000000,出版・ジャーナリズム
1,300000,24,1047,0,6,11720,7860,21570,プロダクト
1,200000,16,295,0,19,3931,2790,5270,プロダクト
1,500000,15,1675,0,15,16523,4300,100000,フード
1,3000000,18,1016,0,14,538000,5000,5000000,スポーツ
0,300000,24,1368,0,8,6487,2030,11880,フード
1,1000000,24,3315,0,11,5105,3240,10800,プロダクト
1,500000,24,987,0,8,12912,3000,30000,フード
1,500000,24,1204,0,5,13040,10800,19600,ファッション
0,500000,17,729,0,8,36875,3000,200000,地域活性化
1,500000,16,1136,0,11,8136,3000,30000,フード
1,2000000,29,1569,0,8,89562,3000,650000,プロダクト
1,100000,18,1431,0,7,4928,1600,9500,フード
1,159800,10,1080,0,1,7990,7990,7990,フード
1,500000,9,1086,0,4,8650,3800,20000,社会貢献
0,500000,28,1167,0,9,3411,2600,5600,ファッション
0,400000,39,1958,0,5,13444,2980,49800,レストラン・バー
0,300000,24,840,0,6,12333,1500,26500,ファッション
1,300000,43,1832,0,10,24100,3000,100000,フード
0,300000,21,940,0,8,10756,5464,16200,プロダクト
1,300000,30,1478,0,5,2680,1000,3700,プロダクト
1,200000,27,1000,0,5,3911,1680,7120,テクノロジー
1,1000000,0,390,0,10,151900,1000,1000000,社会貢献
0,3000000,15,1549,0,8,181137,3000,500000,スポーツ
1,1000000,65,1959,0,8,67363,54584,109168,プロダクト
1,300000,55,909,0,8,16190,9880,21760,プロダクト
0,300000,30,950,0,6,36504,5400,51840,スポーツ
1,50000,22,1538,0,9,7260,2080,21600,フード
0,500000,5,693,0,4,17010,3240,32400,コスメ・ビューティー
0,1000000,15,1870,0,6,42500,5000,100000,地域活性化
0,500000,54,857,0,11,14116,7560,25840,ファッション
0,1000000,9,1197,0,4,36250,5000,100000,音楽
0,500000,30,1946,0,13,5953,4500,15000,プロダクト
0,300000,28,1611,0,3,35532,35532,35532,プロダクト
1,500000,18,920,0,7,16857,5000,50000,地域活性化
0,100000,2,58,0,5,21753,7862,73386,プロダクト
1,100000,36,961,0,7,11652,720,23520,プロダクト
0,948600,28,1693,0,3,55866,9800,79800,プロダクト
1,500000,61,1658,0,10,23350,12600,58800,ファッション
0,1000000,10,523,0,7,102142,5000,270000,スタートアップ
1,100000,43,931,0,5,28834,24520,31500,プロダクト
0,1000000,44,1813,0,7,10142,5000,22000,プロダクト
1,100000,44,1526,0,12,3887,1560,16000,プロダクト
0,500000,21,760,0,6,45000,30000,70000,テクノロジー
1,300000,26,694,0,7,22448,7560,75600,プロダクト
1,250000,18,725,0,4,5300,2500,11000,ゲーム
1,300000,7,1023,0,8,8264,3991,16440,プロダクト
0,600000,17,757,0,3,24666,12000,40000,プロダクト
1,200000,13,1055,0,7,29000,3000,100000,フード
0,300000,20,667,0,18,73755,5400,400000,プロダクト
1,300000,24,2054,0,14,8464,4500,24000,レストラン・バー
0,3000000,20,1473,0,6,98000,3000,500000,地域活性化
1,300000,25,995,0,6,26016,12800,64000,プロダクト
1,40000000,22,1336,0,16,91625,1000,300000,地域活性化
1,500000,32,1090,0,12,18225,16848,19656,プロダクト
0,5000000,5,1817,0,6,35833,5000,100000,映画・映像
0,300000,31,2120,0,10,60840,32400,99000,ファッション
0,200000,14,1207,0,5,16900,2500,45000,プロダクト
1,200000,34,828,0,6,8413,5586,11589,プロダクト
0,300000,21,1008,0,5,27400,18000,45000,プロダクト
1,2000000,30,3049,0,7,25428,5000,50000,社会貢献
0,100000,6,369,0,6,7166,3000,15000,プロダクト
0,240000,20,623,0,5,2920,1000,4700,フード
1,300000,40,1418,0,11,26685,15552,37908,プロダクト
1,596000,13,664,0,2,29800,29800,29800,教育
0,300000,43,1696,0,8,24219,10296,46480,ファッション
1,300000,15,978,0,4,5375,3500,8000,プロダクト
1,500000,13,1157,0,16,43375,8000,52000,ファッション
1,200000,16,1451,0,12,3150,1100,13000,フード
0,400000,19,480,0,3,23840,20860,26820,プロダクト
1,300000,37,1131,0,8,22474,1100,89700,プロダクト
1,1000000,28,2253,0,21,70428,3000,450000,地域活性化
1,100000,30,1430,0,25,7208,3500,9800,プロダクト
0,100000,4,1098,0,4,1250,500,2000,アート・写真
0,300000,40,1254,0,6,16345,8030,40460,プロダクト
1,500000,9,1170,0,5,18400,3000,60000,レストラン・バー
0,3000000,14,723,0,5,19000,5000,30000,社会貢献
1,100000,4,0,0,9,27655,1000,104700,プロダクト
1,300000,33,1431,0,12,40133,6650,133000,プロダクト
1,1000000,38,1834,0,7,24840,9180,75600,プロダクト
1,100000,30,1356,0,4,8250,5000,15000,プロダクト
1,300000,38,1131,0,7,11357,8000,17900,プロダクト
1,50000,21,1541,0,6,6066,2592,12312,プロダクト
0,500000,26,1149,0,6,43500,3000,150000,地域活性化
